77,780,280519
370,875,73720
662,690,73972
946,635,76056
1231,705,75789
1515,800,76056
1809,810,73469
2044,735,91914
2403,845,60167
2706,810,71287
2997,685,74226
3282,655,75789
3559,615,77978
3862,740,71287
4170,740,70129
4466,750,72972
4764,660,72483
5060,760,72972
5346,675,75524
5633,825,75261
5918,725,75789
6214,845,72972
6527,810,69009
6823,680,72972
7106,865,76325
7392,930,75524
7669,660,77978
7953,835,76056
8246,855,73720
8539,755,73720
8837,600,72483
9141,675,71052
9431,885,74482
9710,730,77419
9998,710,75000
10282,735,76056
10591,865,69902
10894,720,71287
11191,655,72727
11480,745,74740
11781,985,71760
12066,745,75789
12350,700,76056
12645,785,73220
12949,755,71052
13266,670,68138
13562,730,72972
13842,845,77142
14131,840,74740
14422,570,74226
14710,585,75000
15011,725,71760
15310,770,72240
15607,695,72727
15899,635,73972
16183,985,76056
16464,840,76868
16755,650,74226
17058,755,71287
17358,805,72000
17657,970,72240
17946,550,74740
18227,725,76868
18514,755,75261
18795,560,76868
19080,600,75789
19388,840,70129
19693,865,70819
19989,715,72972
20271,715,76595
20554,900,76325
20837,760,76325
21131,760,73469
21423,840,73972
21729,985,70588
22029,780,72000
22321,765,73972
22602,625,76868
22881,900,77419
23163,645,76595
23453,685,74482
23756,790,71287
24053,925,72727
24345,730,73972
24625,675,77142
24913,960,75000
25197,690,76056
25485,755,75000
25780,910,73220
26088,775,70129
26386,680,72483
26670,615,76056
26952,865,76595
27237,825,75789
27536,785,72240
27833,915,72727
28132,805,72240
28431,805,72240
28726,580,73220
29014,575,75000
29294,810,77142
29580,910,75524
29873,895,73720
30182,815,69902
30487,900,70819
30779,730,73972
31064,660,75789
31348,815,76056
31636,900,75000
31928,800,73972
32224,780,72972
32530,1005,70588
32836,825,70588
33127,795,74226
33403,700,78260
33691,975,75000
33980,695,74740
34274,815,73469
34575,930,71760
34870,890,73220
35168,775,72483
35455,810,75261
35747,-325,73972
36016,845,80297
36309,815,73720
36605,870,72972
36916,900,69453
37215,810,72240
37499,645,76056
37782,765,76325
38071,890,74740
38356,755,75789
38651,730,73220
38950,715,72240
39252,830,71523
39547,685,73220
39825,655,77697
40096,830,79704
40382,755,75524
40677,600,73220
40970,725,73720
41272,900,71523
41567,795,73220
41849,630,76595
42116,595,80898
42416,900,72000
42697,795,76868
42996,700,72240
43307,790,69453
43603,705,72972
43892,765,74740
44171,565,77419
44455,735,76056
44743,835,75000
45030,780,75261
45323,745,73720
45628,870,70819
45924,610,72972
46204,715,77142
46478,800,78832
46759,545,76868
47037,665,77697
47334,655,72727
47632,805,72483
47919,725,75261
48202,615,76325
48485,540,76325
48765,655,77142
49040,770,78545
49323,775,76325
49618,830,73220
49923,820,70819
50214,790,74226
50491,705,77978
50771,790,77142
51056,805,75789
51339,670,76325
51626,680,75261
51921,855,73220
52216,835,73220
52506,730,74482
52784,715,77697
53062,690,77697
53341,780,77419
53631,630,74482
53923,815,73972
54219,795,72972
54507,685,75000
54784,705,77978
55064,825,77142
55343,750,77419
55625,795,76595
55907,565,76595
56207,730,72000
56502,850,73220
56785,895,76325
57055,750,80000
57333,870,77697
57615,700,76595
57900,780,75789
58192,760,73972
58490,835,72483
58788,800,72483
59077,675,74740
59354,755,77978
59631,750,77978
59919,600,75000
60214,770,73220
60516,835,71523
60817,700,71760
61105,610,75000
61391,620,75524
61680,785,74740
61963,745,76325
62247,760,76056
62547,845,72000
62851,690,71052
63154,885,71287
63438,585,76056
63711,665,79120
63998,750,75261
64288,715,74482
64581,620,73720
64875,660,73469
65174,765,72240
65464,775,74482
65750,715,75524
66030,865,77142
66307,765,77978
66604,675,72727
66792,870,114893
67130,725,63905
67434,860,71052
67728,680,73469
68007,610,77419
68302,845,73220
68594,715,73972
68886,755,73972
69190,705,71052
69504,970,68789
69796,755,73972
70073,665,77978
70357,830,76056
70642,740,75789
70941,705,72240
71240,775,72240
71539,700,72240
71845,715,70588
72138,765,73720
72417,765,77419
72703,965,75524
72998,845,73220
73301,660,71287
73611,585,69677
73912,940,71760
74195,725,76325
74483,670,75000
74766,620,76325
74997,-410,93506
75332,730,64477
75632,645,72000
75935,815,71287
76233,750,72483
76515,770,76595
76785,620,80000
77074,835,74740
77367,890,73720
77663,570,72972
77954,735,74226
78251,805,72727
78539,775,75000
78824,770,75789
79099,545,78545
79386,780,75261
79689,705,71287
79991,535,71523
80290,540,72240
80583,775,73720
80868,620,75789
81152,780,76056
81439,835,75261
81730,765,74226
82030,605,72000
82335,775,70819
82636,725,71760
82927,795,74226
83209,635,76595
83492,710,76325
83794,750,71523
84103,645,69902
84407,690,71052
84709,745,71523
85010,840,71760
85303,690,73720
85580,735,77978
85870,745,74482
86171,700,71760
86478,710,70358
86780,825,71523
87079,1075,72240
87364,705,75789
87652,725,75000
87941,815,74740
88232,810,74226
88530,655,72483
88834,780,71052
89136,890,71523
89421,720,75789
89703,685,76595
89988,945,75789
90286,840,72483
90590,805,71052
90884,700,73469
91190,885,70588
91481,750,74226
91761,765,77142
92047,1055,75524
92337,760,74482
92633,860,72972
92944,665,69453
93246,855,71523
93534,870,75000
93824,760,74482
94102,675,77697
94395,1085,73720
94693,905,72483
94996,940,71287
95298,670,71523
95606,800,70129
95893,795,75261
96170,620,77978
96450,715,77142
96746,900,72972
97050,795,71052
97348,720,72483
97644,640,72972
97937,910,73720
98228,780,74226
98508,675,77142
98789,765,76868
99084,935,73220
99382,685,72483
99579,640,109644
99930,730,61538
100218,815,75000
100496,760,77697
100781,690,75789
101071,860,74482
101361,900,74482
101653,585,73972
101941,675,75000
102234,775,73720
102516,670,76595
102793,745,77978
103074,885,76868
103371,800,72727
103669,710,72483
103964,880,73220
104261,865,72727
104545,835,76056
104830,660,75789
105118,765,75000
105407,835,74740
105707,740,72000
106015,740,70129
106314,925,72240
106600,740,75524
106882,555,76595
107159,585,77978
107454,1125,73220
107751,890,72727
108045,700,73469
108342,900,72727
108643,800,71760
108925,655,76595
109199,760,78832
109485,760,75524
109772,910,75261
110076,720,71052
110374,800,72483
110673,880,72240
110963,795,74482
111243,640,77142
111524,870,76868
111810,865,75524
112108,870,72483
112405,810,72727
112710,835,70819
113000,725,74482
113281,780,76868
113562,790,76868
113850,950,75000
114142,1210,73972
114428,865,75524
114716,795,75000
115000,730,76056
115280,710,77142
115547,775,80898
115814,655,80898
116083,700,80297
116369,830,75524
116654,780,75789
116939,740,75789
117213,660,78832
117494,750,76868
117766,795,79411
118044,780,77697
118323,785,77419
118607,730,76056
118911,575,71052
119215,470,71052
119509,560,73469
119791,575,76595
120077,730,75524
120375,625,72483
120676,800,71760
120991,705,68571
121300,590,69902
121604,680,71052
121889,685,75789
122170,840,76868
122461,760,74226
122750,695,74740
123050,675,72000
123360,735,69677
123663,565,71287
123936,690,79120
124221,705,75789
124507,670,75524
124775,615,80597
125060,755,75789
125355,695,73220
125648,620,73720
125926,755,77697
126203,630,77978
126476,680,79120
126746,650,80000
127025,680,77419
127313,605,75000
127603,710,74482
127893,910,74482
128085,840,112500
128423,785,63905
128709,-580,75524
128958,850,86746
129231,905,79120
129519,775,75000
129798,790,77419
130057,855,83397
130318,840,82758
130568,875,86400
130818,610,86400
131073,670,84705
131326,725,85375
131584,670,83720
131852,1080,80597
132122,845,80000
132380,685,83720
132629,715,86746
132883,800,85039
133132,765,86746
133389,530,84046
133662,615,79120
133933,755,79704
134197,775,81818
134463,620,81203
134737,660,78832
134989,635,85714
135243,680,85039
135504,720,82758
135780,735,78260
136061,805,76868
136350,690,74740
136630,880,77142
136899,725,80297
137171,765,79411
137448,540,77978
137729,755,76868
138008,765,77419
138304,725,72972
138599,875,73220
138888,640,74740
139163,600,78545
139440,735,77978
139719,705,77419
140009,600,74482
140302,920,73720
140599,735,72727
140881,675,76595
141152,645,79704
141423,655,79704
141684,850,82758
141943,730,83397
142207,860,81818
142479,750,79411
142746,515,80898
143010,545,81818
143264,430,85039
143515,715,86055
143766,735,86055
144025,640,83397
144286,755,82758
144557,645,79704
144832,725,78545
145111,625,77419
145381,620,80000
145647,750,81203
145902,620,84705
146170,790,80597
146445,730,78545
146737,805,73972
147013,830,78260
147290,865,77978
147565,845,78545
147832,745,80898
148099,830,80898
148364,890,81509
148637,745,79120
148916,740,77419
149204,945,75000
149488,755,76056
149768,715,77142
150030,840,82442
150303,755,79120
150575,675,79411
150849,780,78832
151122,675,79120
151407,690,75789
151700,940,73720
151974,775,78832
152237,785,82129
152510,655,79120
152781,715,79704
153067,710,75524
153362,640,73220
153644,715,76595
153922,675,77697
154193,825,79704
154470,640,77978
154741,670,79704
155009,690,80597
155291,675,76595
155588,765,72727
155865,935,77978
156132,730,80898
156394,720,82442
156647,730,85375
156905,675,83720
157168,830,82129
157430,890,82442
157695,830,81509
157960,765,81509
158233,810,79120
158490,925,84046
158729,635,90376
158974,825,88163
159225,785,86055
159479,785,85039
159738,805,83397
160001,675,82129
160260,825,83397
160507,805,87449
160755,870,87096
161005,745,86400
161254,840,86746
161500,870,87804
161764,670,81818
162035,730,79704
162309,940,78832
162573,750,81818
162835,645,82442
163093,785,83720
163362,830,80297
163629,780,80898
163899,720,80000
164182,775,76325
164461,860,77419
164731,800,80000
164991,630,83076
165246,830,84705
165499,725,85375
165756,700,84046
166032,790,78260
166301,745,80297
166570,665,80297
166841,600,79704
167111,665,80000
167370,640,83397
167641,660,79704
167912,690,79704
168190,530,77697
168484,615,73469
168784,705,72000
169074,770,74482
169349,670,78545
169629,680,77142
169907,975,77697
170201,605,73469
170495,685,73469
170719,735,96428
171074,715,60845
171372,830,72483
171652,650,77142
171921,785,80297
172199,640,77697
172481,810,76595
172776,720,73220
173067,765,74226
173352,890,75789
173629,845,77978
173907,745,77697
174176,730,80297
174451,690,78545
174737,715,75524
175023,685,75524
175323,845,72000
175608,625,75789
175877,680,80297
176145,765,80597
176427,780,76595
176698,960,79704
176975,825,77978
177248,855,79120
177523,830,78545
177797,885,78832
178059,975,82442
178316,780,84046
178589,-365,79120
178841,890,85714
179117,755,78260
179388,865,79704
179662,910,78832
179927,865,81509
180182,690,84705
180444,830,82442
180705,835,82758
180964,675,83397
181236,695,79411
181523,750,75261
181811,915,75000
182084,670,79120
182354,965,80000
182624,860,80000
182896,1035,79411
183181,830,75789
183475,855,73469
183779,935,71052
184072,1050,73720
184361,935,74740
